Модель,IoU,Dice,Pixel Acc,Loss
Unet+ResNet34,0.8064465092288123,0.8767707248528799,0.9428234199682871,0.30479001419411766
MAnet+MiT-B2,0.8215879599253336,0.8857749733659956,0.9483608603477478,0.2718791241447131
