Модель,IoU,Dice,Pixel Acc,Loss
Unet+ResNet34,0.8064465092288123,0.8767707248528799,0.9428234199682872,0.3047900141941176
MAnet+MiT-B2,0.8215879599253336,0.8857749733659956,0.9483608603477478,0.2718791241447131
H1: +аугм.,0.8077809611956278,0.8767511679066552,0.9434928165541755,0.2892240923311975
H2: +EffNet-B3,0.8059081203407712,0.8742888636059232,0.9417786697546641,0.3005397667487462
H3: +CosineAnn,0.7751964827378591,0.8538543449507819,0.9321449630790286,0.3348122346732352
